order_id,customer_id,product_id,order_date,quantity,unit_price,shipping_cost,total_amount,profit,order_status
2046,7016,6895,2025-12-03,3,19.87,5.46,59.61,15.97,Cancelled
2047,4289,23058,2024-12-26,1,4.63,14.93,4.63,1.25,Cancelled
2048,9508,2271,2026-01-28,1,19.99,10.86,19.99,2.05,Cancelled
2049,4936,4646,2025-02-09,5,13.86,2.54,69.3,20.32,Delivered
2050,3527,18614,2026-05-08,3,22.15,5.19,66.45,18.37,Delivered
2051,5097,26641,2025-03-19,3,23.5,11.55,70.5,12.49,Delivered
2052,2545,28270,2024-09-17,5,15.99,8.69,79.95,11.84,Cancelled
2053,3194,7272,2025-04-15,5,47.84,5.56,239.2,57.13,Cancelled
2054,6010,27437,2024-09-25,3,14.99,6.34,44.97,12.13,Delivered
2055,2109,5219,2024-09-12,5,198.0,10.05,990.0,225.86,Shipped
2056,657,22060,2024-12-22,5,16.79,14.54,83.95,20.31,Delivered
2057,6066,11225,2024-10-31,5,10.5,9.61,52.5,12.7,Shipped
2058,4606,8829,2026-03-13,4,91.41,5.09,365.64,52.66,Shipped
2059,7010,14171,2025-06-05,4,23.89,12.19,95.56,23.36,Delivered
2060,8644,4541,2025-05-25,3,42.33,12.24,126.99,28.13,Cancelled
2061,8008,8992,2025-01-24,2,26.86,10.5,53.72,14.16,Shipped
2062,4032,11539,2025-10-13,4,17.19,6.44,68.76,13.06,Shipped
2063,9246,23190,2024-06-06,5,5.75,5.85,28.75,5.71,Shipped
2064,2232,26072,2025-10-07,3,99.99,10.94,299.97,41.81,Shipped
2065,6263,27608,2025-01-04,1,9.88,7.1,9.88,1.14,Delivered
2066,8480,2326,2025-07-15,2,63.99,3.6,127.98,20.86,Shipped
2067,9427,1121,2026-04-06,3,38.25,5.38,114.75,20.34,Delivered
2068,870,17653,2025-07-03,3,46.99,9.5,140.97,23.29,Delivered
2069,79,13823,2024-09-20,3,10.87,2.46,32.61,8.42,Cancelled
2070,5327,20002,2025-05-29,3,11.11,5.43,33.33,4.14,Delivered
2071,219,29228,2024-10-24,3,25.33,3.61,75.99,8.76,Cancelled
2072,9879,2460,2025-10-12,4,55.11,13.76,220.44,56.34,Delivered
2073,1359,19502,2025-03-09,5,159.0,13.16,795.0,80.1,Delivered
2074,7361,7130,2025-01-11,3,2324.99,9.89,6974.97,852.64,Shipped
2075,2014,26419,2025-12-10,5,57.35,13.14,286.75,45.36,Delivered
2076,492,9152,2025-04-10,1,19.49,4.57,19.49,2.57,Delivered
2077,2386,4690,2025-12-03,4,14.95,3.78,59.8,15.56,Shipped
2078,3205,25184,2025-06-05,5,39.96,5.93,199.8,50.67,Delivered
2079,8908,26241,2026-01-16,4,78.84,13.31,315.36,32.39,Shipped
2080,6393,25694,2025-05-14,5,7.89,8.07,39.45,4.23,Cancelled
2081,5942,7371,2024-09-27,5,6.18,14.57,30.9,6.71,Shipped
2082,7794,7816,2025-02-13,3,14.99,10.44,44.97,11.39,Delivered
2083,4097,18729,2025-06-26,1,52.48,11.82,52.48,14.43,Delivered
2084,5925,19030,2024-10-11,3,15.27,11.85,45.81,5.98,Delivered
2085,8620,11077,2025-03-19,2,8.08,11.94,16.16,3.31,Delivered
2086,7235,17085,2025-04-21,1,29.99,14.79,29.99,7.96,Shipped
2087,5552,19791,2025-04-24,3,8.95,2.43,26.85,5.53,Cancelled
2088,7132,13819,2026-03-15,2,15.13,2.17,30.26,4.03,Delivered
2089,3936,21109,2024-12-30,2,10.39,4.9,20.78,5.73,Shipped
2090,7616,27560,2024-10-31,1,18.39,3.85,18.39,3.81,Delivered
2091,8000,25712,2024-08-04,5,0.98,6.63,4.9,0.72,Cancelled
2092,7084,3534,2024-05-26,1,40.61,14.1,40.61,7.93,Cancelled
2093,7964,1960,2024-09-28,1,6.71,5.3,6.71,1.84,Delivered
2094,6774,23673,2025-08-30,3,47.99,8.11,143.97,26.99,Cancelled
2095,7863,12554,2025-03-19,1,27.99,13.65,27.99,3.81,Shipped
2096,171,13482,2024-06-24,3,35.99,7.53,107.97,19.1,Cancelled
2097,3110,8191,2024-09-06,3,11.87,2.03,35.61,3.9,Delivered
2098,8976,8681,2024-11-17,3,27.99,10.28,83.97,18.51,Shipped
2099,8417,1070,2025-06-02,3,4.93,10.51,14.79,3.21,Cancelled
2100,7512,6264,2026-04-30,1,47.54,5.75,47.54,6.95,Shipped
2101,8887,8153,2024-05-15,2,2093.37,2.76,4186.74,694.12,Delivered
2102,6588,27036,2025-02-26,5,32.51,5.69,162.55,38.26,Cancelled
2103,8433,6319,2025-02-12,2,13.49,12.77,26.98,7.61,Shipped
2104,9682,21870,2025-05-11,2,26.99,4.6,53.98,10.16,Delivered
2105,524,26874,2025-03-05,2,26.19,5.77,52.38,10.79,Cancelled
2106,7471,9946,2025-10-22,1,270.3,12.81,270.3,72.91,Delivered
2107,9451,6682,2025-01-26,5,12.26,7.04,61.3,16.28,Cancelled
2108,924,2020,2025-11-19,1,7.4,7.19,7.4,1.58,Shipped
2109,8320,24903,2026-02-27,4,69.99,6.13,279.96,83.02,Shipped
2110,2183,62,2024-07-06,4,489.0,2.79,1956.0,431.59,Shipped
2111,8948,14340,2025-06-10,2,29.99,11.82,59.98,15.19,Shipped
2112,6805,17981,2025-06-29,4,6.53,5.78,26.12,6.53,Delivered
2113,5198,25028,2026-05-01,5,8.5,6.32,42.5,7.47,Shipped
2114,9428,17305,2026-03-25,4,400.0,10.19,1600.0,320.86,Shipped
2115,4839,28013,2025-04-29,1,22.15,14.45,22.15,2.82,Shipped
2116,213,8487,2025-04-26,1,645.15,13.5,645.15,127.65,Shipped
2117,916,14314,2025-02-01,1,22.04,3.98,22.04,5.02,Shipped
2118,5095,18728,2024-06-17,5,7.59,7.92,37.95,9.02,Cancelled
2119,7742,12894,2025-12-08,2,6.99,9.9,13.98,3.5,Delivered
2120,5847,21243,2025-07-03,1,44.99,7.56,44.99,6.04,Shipped
2121,4947,4266,2025-06-23,5,34.19,2.38,170.95,43.07,Shipped
2122,8570,20969,2024-12-12,4,19.99,7.14,79.96,21.02,Delivered
2123,8969,18062,2026-04-17,5,45.22,12.17,226.1,22.98,Delivered
2124,3753,25828,2025-05-19,2,28.53,8.89,57.06,12.08,Shipped
2125,8744,15056,2025-11-20,3,6.29,12.7,18.87,2.23,Cancelled
2126,4088,22757,2025-08-16,4,31.44,13.7,125.76,19.33,Delivered
2127,5572,25060,2025-11-01,5,25.07,3.16,125.35,21.79,Cancelled
2128,969,14991,2025-03-12,3,39.18,7.13,117.54,12.98,Shipped
2129,6986,24433,2025-11-25,1,18.99,7.98,18.99,4.15,Delivered
2130,8451,13990,2025-08-15,3,18.99,11.17,56.97,16.6,Cancelled
2131,6859,1719,2025-02-22,1,7.97,14.55,7.97,0.82,Cancelled
2132,4170,24813,2024-07-01,5,24.77,11.17,123.85,32.2,Cancelled
2133,7960,4287,2024-12-06,4,9.19,7.06,36.76,10.4,Delivered
2134,2203,4140,2026-02-28,5,11.98,9.12,59.9,6.03,Cancelled
2135,3829,24192,2025-04-22,4,17.9,12.61,71.6,18.57,Cancelled
2136,1716,16707,2025-10-19,4,33.98,8.24,135.92,19.5,Shipped
2137,9914,25993,2025-12-27,2,5.99,13.66,11.98,3.01,Delivered
2138,6732,10627,2024-07-24,2,13.75,12.6,27.5,3.2,Shipped
2139,9166,22501,2025-06-21,1,7.99,10.07,7.99,2.25,Delivered
2140,4325,20390,2025-07-03,2,42.99,8.98,85.98,11.29,Cancelled
2141,2482,9001,2025-06-24,3,6.97,12.14,20.91,5.16,Shipped
2142,2172,23538,2025-12-19,4,14.79,6.2,59.16,6.26,Delivered
2143,4637,3036,2025-04-10,4,19.5,9.75,78.0,8.23,Cancelled
2144,2198,27132,2024-05-27,4,17.24,2.6,68.96,12.19,Delivered
2145,1721,7141,2024-10-13,3,29.99,7.61,89.97,22.39,Cancelled
2146,8147,4789,2024-08-22,1,162.97,5.96,162.97,23.81,Cancelled
2147,8877,27623,2024-09-11,3,7.83,7.88,23.49,2.7,Cancelled
2148,4367,15049,2025-01-11,3,37.33,14.21,111.99,25.43,Shipped
2149,6586,26724,2024-12-04,5,3.78,11.97,18.9,4.43,Shipped
2150,1496,15896,2024-11-21,3,17.99,6.02,53.97,9.97,Delivered
2151,9887,20383,2024-11-06,1,37.49,12.21,37.49,7.8,Delivered
2152,1907,17340,2026-05-08,1,7.42,6.59,7.42,1.8,Cancelled
2153,3500,3238,2026-04-09,4,70.2,13.04,280.8,40.12,Shipped
2154,5139,5524,2025-03-24,3,18.99,3.93,56.97,14.62,Shipped
2155,9324,17121,2026-04-15,1,345.0,10.82,345.0,93.96,Delivered
2156,5918,26470,2025-04-30,2,36.74,8.7,73.48,18.93,Cancelled
2157,8167,16440,2024-05-25,1,39.95,2.71,39.95,6.69,Delivered
2158,6634,11601,2025-05-26,2,16.88,5.09,33.76,3.91,Delivered
2159,1573,14481,2024-09-15,5,13.99,2.43,69.95,10.41,Delivered
2160,8798,9725,2025-06-04,1,37.03,9.97,37.03,7.63,Shipped
2161,4278,20933,2024-08-12,5,13.97,6.21,69.85,13.53,Cancelled
2162,5677,5132,2025-03-22,4,6.68,10.32,26.72,4.95,Cancelled
2163,5177,11991,2024-07-30,4,109.99,2.54,439.96,45.22,Shipped
2164,4574,24100,2026-03-10,1,22.88,3.84,22.88,6.31,Delivered
2165,2019,609,2025-04-08,1,22.37,4.28,22.37,3.86,Delivered
2166,6678,10995,2025-09-13,4,374.0,4.12,1496.0,369.55,Shipped
2167,5147,1239,2025-02-06,5,69.99,6.72,349.95,35.19,Cancelled
2168,3869,20145,2025-06-06,2,68.27,12.32,136.54,15.41,Cancelled
2169,4533,2500,2025-11-24,1,18.15,5.97,18.15,2.28,Shipped
2170,7867,15517,2026-04-06,2,8.78,8.03,17.56,1.91,Cancelled
2171,245,2389,2025-01-11,5,28.55,5.42,142.75,36.5,Cancelled
2172,2910,22918,2025-04-29,5,14.62,12.38,73.1,17.83,Cancelled
2173,9790,11499,2025-01-28,3,58.49,14.65,175.47,27.82,Shipped
2174,5421,9938,2026-02-20,4,90.85,3.22,363.4,45.96,Shipped
2175,1325,2668,2024-09-13,2,39.95,5.51,79.9,9.3,Delivered
2176,1432,3406,2025-04-25,5,26.23,9.95,131.15,20.24,Cancelled
2177,8723,19326,2025-07-23,5,19.98,12.43,99.9,21.41,Delivered
2178,9099,16728,2024-12-06,2,70.78,2.74,141.56,29.9,Delivered
2179,3199,5652,2025-09-18,1,3099.99,8.26,3099.99,353.23,Cancelled
2180,8276,22436,2024-06-28,3,22.27,3.67,66.81,8.3,Cancelled
2181,3182,24656,2026-04-17,1,8.99,6.0,8.99,1.16,Cancelled
2182,7139,24475,2025-08-01,3,17.99,6.88,53.97,9.09,Shipped
2183,7623,26178,2025-10-17,3,91.1,12.75,273.3,32.7,Delivered
2184,9137,28894,2026-02-06,5,7.63,10.43,38.15,4.82,Delivered
2185,7643,12436,2025-02-20,2,58.82,4.25,117.64,27.38,Delivered
2186,1507,19929,2025-04-22,5,41.24,2.02,206.2,44.39,Delivered
2187,2214,27407,2025-04-26,3,19.95,5.66,59.85,17.33,Shipped
2188,4613,5681,2026-03-07,1,20.98,4.67,20.98,5.43,Shipped
2189,6781,8758,2025-12-15,3,11.82,10.06,35.46,4.14,Cancelled
2190,3155,20765,2026-01-26,1,57.54,11.01,57.54,9.21,Delivered
2191,8821,16569,2026-05-02,5,29.83,14.1,149.15,19.88,Cancelled
2192,6057,26946,2026-04-06,1,32.48,6.15,32.48,8.45,Delivered
2193,6129,14223,2025-02-27,2,10.08,4.68,20.16,4.6,Shipped
2194,3708,16081,2025-02-19,1,25.29,10.46,25.29,4.71,Delivered
2195,8545,6758,2024-12-16,2,36.76,8.81,73.52,8.35,Cancelled
2196,7397,25733,2026-02-12,5,26.68,5.85,133.4,30.51,Shipped
2197,7562,24413,2025-07-18,4,6.99,8.88,27.96,7.04,Delivered
2198,2370,5330,2025-10-03,2,16.99,12.8,33.98,4.5,Shipped
2199,3189,26028,2025-05-30,5,6.84,6.67,34.2,5.58,Delivered
2200,2819,3050,2025-06-14,4,38.86,12.15,155.44,46.32,Delivered
2201,9284,14047,2025-12-23,2,97.99,12.16,195.98,34.56,Delivered
2202,9109,1260,2025-01-19,2,157.61,2.65,315.22,46.99,Shipped
2203,4089,6790,2024-06-05,1,19.88,12.3,19.88,3.43,Delivered
2204,6666,912,2026-02-07,3,10.88,14.6,32.64,5.93,Delivered
2205,417,4185,2024-09-09,5,15.23,13.92,76.15,10.68,Cancelled
2206,3958,27564,2025-09-27,4,8.49,6.46,33.96,4.46,Delivered
2207,3264,13282,2025-09-29,3,22.95,4.54,68.85,15.43,Cancelled
2208,8386,13961,2025-09-13,2,14.75,8.25,29.5,6.48,Shipped
2209,7806,23082,2025-04-14,4,8.59,7.41,34.36,5.36,Cancelled
2210,9340,3470,2026-03-05,5,16.95,8.28,84.75,12.76,Cancelled
2211,1471,5341,2024-07-05,5,50.65,13.07,253.25,73.25,Delivered
2212,2913,25651,2025-11-03,3,88.0,9.03,264.0,51.27,Cancelled
2213,3450,4353,2026-01-25,2,59.95,6.81,119.9,12.88,Shipped
2214,9264,17308,2025-06-12,1,24.95,10.39,24.95,4.11,Cancelled
2215,4821,17782,2025-04-03,4,16.94,3.0,67.76,15.73,Delivered
2216,809,23656,2025-11-09,2,48.92,8.39,97.84,11.03,Shipped
2217,5995,1918,2025-04-27,2,18.48,10.15,36.96,4.6,Shipped
2218,4349,11535,2025-03-12,5,27.74,7.65,138.7,24.25,Shipped
2219,2289,9152,2025-11-15,3,19.49,4.56,58.47,16.16,Delivered
2220,6283,15073,2024-08-03,5,18.78,2.98,93.9,24.26,Shipped
2221,6657,9820,2024-05-30,4,126.95,8.38,507.8,143.64,Delivered
2222,1160,28665,2026-05-03,3,16.85,6.84,50.55,7.63,Shipped
2223,2949,15028,2025-01-22,3,3.82,10.89,11.46,2.57,Delivered
2224,9713,18594,2026-01-10,4,2.56,6.27,10.24,1.57,Delivered
2225,5344,17289,2024-07-22,5,8.59,13.77,42.95,11.04,Delivered
2226,3579,14377,2025-04-21,1,132.95,8.69,132.95,36.42,Delivered
2227,3430,16444,2025-11-22,5,75.65,12.09,378.25,39.18,Delivered
2228,6655,20683,2025-08-24,1,11.97,3.94,11.97,3.37,Delivered
2229,144,27928,2024-12-27,3,12.39,5.09,37.17,5.91,Delivered
2230,455,14523,2025-08-20,2,10.49,8.72,20.98,6.19,Shipped
2231,8478,18720,2025-12-28,1,8.95,14.06,8.95,2.62,Shipped
2232,5118,11760,2025-05-10,4,41.88,4.57,167.52,18.84,Shipped
2233,5445,29076,2024-08-26,2,137.96,13.89,275.92,57.2,Delivered
2234,6987,29125,2026-04-10,4,7.95,7.77,31.8,6.72,Shipped
2235,4365,26226,2025-01-01,4,14.49,7.11,57.96,17.12,Delivered
2236,5565,16359,2025-12-20,5,40.98,12.5,204.9,57.65,Cancelled
2237,7353,21841,2024-08-04,1,9.09,14.72,9.09,1.37,Delivered
2238,4922,15809,2025-09-26,5,95.94,13.74,479.7,129.61,Delivered
2239,8353,26637,2025-05-30,2,34.96,9.21,69.92,15.65,Delivered
2240,1146,9181,2025-03-05,3,9.99,10.95,29.97,6.31,Cancelled
2241,6345,26464,2025-04-21,4,0.8,8.04,3.2,0.9,Cancelled
2242,256,2166,2025-05-09,2,10.37,4.66,20.74,3.56,Shipped
2243,5880,25717,2024-12-05,5,24.79,2.03,123.95,30.39,Shipped
2244,6980,6882,2025-04-26,4,7.49,8.79,29.96,3.55,Delivered
2245,5720,24412,2025-05-29,3,48.07,13.43,144.21,36.75,Delivered
2246,4190,18458,2024-09-27,2,7.84,9.58,15.68,4.36,Delivered
2247,4866,3374,2025-12-21,5,6.99,6.86,34.95,4.6,Cancelled
2248,7464,1048,2025-02-06,5,49.99,14.75,249.95,31.47,Shipped
2249,628,5924,2025-05-23,3,129.01,13.34,387.03,86.69,Shipped
2250,810,20235,2025-08-21,3,149.99,2.47,449.97,50.29,Shipped
2251,5045,11408,2024-12-08,1,9.62,3.39,9.62,2.71,Delivered
2252,5158,12522,2026-04-18,5,49.99,13.91,249.95,43.85,Cancelled
2253,3014,7104,2025-12-09,1,14.98,5.54,14.98,1.71,Delivered
2254,3166,5652,2024-07-28,3,3099.99,7.39,9299.97,1400.64,Shipped
2255,7330,14531,2024-05-16,4,6.44,10.72,25.76,5.94,Cancelled
2256,3977,1828,2025-07-07,5,12.22,8.27,61.1,11.62,Shipped
2257,2951,4743,2025-08-26,3,25.33,6.69,75.99,9.31,Cancelled
2258,8629,26587,2025-09-11,4,23.95,9.93,95.8,24.26,Delivered
2259,2243,19001,2025-10-11,1,38.66,11.69,38.66,4.83,Shipped
2260,3804,3226,2025-04-16,3,13.51,9.9,40.53,6.23,Cancelled
2261,8359,10179,2024-09-26,1,45.14,9.79,45.14,5.57,Delivered
2262,9578,25352,2025-06-08,3,22.99,14.56,68.97,14.17,Cancelled
2263,6243,22766,2024-09-01,3,20.54,3.6,61.62,13.98,Delivered
2264,4219,5802,2025-03-10,1,7.02,6.35,7.02,1.8,Shipped
2265,7217,11105,2025-07-23,4,11.99,3.57,47.96,10.61,Shipped
2266,80,23382,2025-12-30,4,319.99,3.69,1279.96,264.39,Delivered
2267,8317,24978,2025-03-15,1,11.96,6.28,11.96,2.73,Delivered
2268,3093,23223,2025-07-26,5,66.0,9.22,330.0,42.06,Shipped
2269,5645,7830,2026-02-02,2,14.99,9.67,29.98,6.11,Shipped
2270,9919,7226,2026-02-20,5,32.0,5.47,160.0,35.1,Delivered
2271,1001,19463,2025-10-02,4,39.96,3.16,159.84,37.44,Delivered
2272,5251,7336,2026-02-21,1,38.99,8.12,38.99,6.53,Cancelled
2273,281,12730,2024-07-10,3,4.74,2.22,14.22,4.05,Shipped
2274,9110,12745,2025-12-03,1,114.95,4.01,114.95,23.88,Delivered
2275,4278,9261,2025-05-11,2,6.29,11.76,12.58,1.62,Delivered
2276,597,29158,2025-02-04,4,37.13,2.93,148.52,14.98,Delivered
2277,6603,29013,2024-05-17,5,69.99,14.72,349.95,41.81,Shipped
2278,8080,7761,2024-05-25,4,130.97,14.11,523.88,130.3,Delivered
2279,2546,16573,2024-07-09,2,7.29,4.88,14.58,2.15,Delivered
2280,3843,4335,2024-06-18,2,4.2,11.73,8.4,2.36,Shipped
2281,9942,9462,2024-12-31,4,44.99,10.21,179.96,38.44,Shipped
2282,1934,23578,2024-08-05,2,89.0,13.76,178.0,18.54,Delivered
2283,6317,27717,2025-09-16,4,21.99,5.02,87.96,25.76,Delivered
2284,4209,19273,2025-03-17,3,54.95,4.21,164.85,26.78,Shipped
2285,2592,17935,2026-02-03,5,10.99,11.56,54.95,8.13,Shipped
2286,9340,8813,2025-01-25,5,12.99,4.09,64.95,13.93,Shipped
2287,2499,20065,2025-07-02,1,34.99,8.36,34.99,8.84,Cancelled
2288,8191,18150,2025-01-27,1,11.27,12.98,11.27,1.78,Shipped
2289,9230,7148,2025-09-09,3,74.45,4.21,223.35,26.02,Delivered
2290,7410,15798,2025-07-21,5,512.78,9.2,2563.9,312.33,Shipped
2291,4855,21149,2025-01-29,2,16.99,6.66,33.98,3.96,Delivered
2292,6866,13123,2025-06-12,1,33.54,8.64,33.54,6.35,Shipped
2293,4087,14304,2025-11-08,4,8.16,8.22,32.64,9.53,Cancelled
2294,6553,9424,2025-08-18,3,34.95,11.98,104.85,23.13,Shipped
2295,5732,11582,2025-11-23,1,7.31,11.21,7.31,1.35,Cancelled
2296,6973,19179,2024-09-07,5,10.99,2.6,54.95,9.88,Shipped
2297,889,4885,2026-04-19,3,11.6,7.07,34.8,5.51,Cancelled
2298,4319,5661,2025-08-14,4,54.99,9.46,219.96,45.78,Delivered
2299,4771,3815,2026-03-04,1,9.5,4.13,9.5,1.82,Shipped
2300,7521,5678,2024-11-06,2,79.95,12.82,159.9,34.35,Shipped
2301,508,25157,2024-07-17,4,11.96,6.93,47.84,13.93,Delivered
2302,1645,17556,2025-02-21,1,60.99,5.4,60.99,14.34,Shipped
2303,7262,21350,2025-02-22,4,108.19,4.63,432.76,74.76,Delivered
2304,9410,20264,2025-01-14,5,24.04,4.47,120.2,14.9,Cancelled
2305,3451,26209,2024-12-15,5,13.95,10.71,69.75,8.24,Delivered
2306,4291,2831,2025-06-23,2,24.99,12.23,49.98,13.67,Shipped
2307,8689,8968,2025-10-31,4,6.31,14.48,25.24,3.85,Delivered
2308,9045,13624,2025-03-22,3,26.37,7.6,79.11,10.69,Cancelled
2309,8466,25766,2025-12-07,3,39.42,13.99,118.26,30.17,Shipped
2310,5907,19188,2024-11-18,5,18.42,10.77,92.1,16.48,Delivered
2311,9655,20419,2025-06-23,2,70.29,3.49,140.58,26.23,Delivered
2312,9718,29362,2025-01-10,3,49.34,3.96,148.02,40.75,Cancelled
2313,7350,2724,2024-11-03,4,9.99,10.13,39.96,10.81,Shipped
2314,8772,21260,2025-01-27,4,9.22,11.4,36.88,4.4,Delivered
2315,38,24691,2024-09-21,4,141.12,2.83,564.48,133.85,Delivered
2316,1055,19783,2025-12-02,3,287.89,6.34,863.67,104.57,Shipped
2317,9517,3237,2025-12-19,1,5.44,9.92,5.44,0.91,Delivered
2318,1665,12822,2025-01-30,5,56.18,2.88,280.9,64.89,Shipped
2319,9358,5056,2025-02-21,4,81.48,3.29,325.92,89.59,Cancelled
2320,8008,16330,2026-04-14,1,24.95,14.11,24.95,3.19,Cancelled
2321,1805,3347,2024-05-31,3,10.77,12.99,32.31,8.74,Cancelled
2322,800,12929,2025-03-28,1,23.99,14.17,23.99,4.22,Delivered
2323,3551,24914,2025-08-27,2,13.05,10.25,26.1,6.6,Delivered
2324,7369,12693,2025-10-17,5,10.57,14.32,52.85,5.66,Shipped
2325,7971,2794,2024-12-27,1,398.99,6.82,398.99,112.49,Shipped
2326,484,16871,2025-04-06,5,15.98,7.75,79.9,23.08,Shipped
2327,7659,837,2025-06-22,3,74.24,6.41,222.72,52.49,Shipped
2328,4603,18312,2025-11-08,1,6.99,4.11,6.99,0.73,Shipped
2329,1945,15650,2024-09-24,1,19.09,5.04,19.09,2.67,Shipped
2330,4047,11886,2024-09-06,5,59.96,5.27,299.8,44.78,Cancelled
2331,4895,4132,2025-12-26,1,15.92,3.66,15.92,2.33,Delivered
2332,1176,16649,2025-01-02,5,59.07,8.39,295.35,56.66,Delivered
2333,4068,9849,2026-04-26,2,24.95,5.98,49.9,10.33,Delivered
2334,8834,21706,2025-02-06,4,22.95,13.65,91.8,23.84,Delivered
2335,8894,3007,2025-12-05,5,33.9,11.06,169.5,46.39,Shipped
2336,9288,19007,2025-06-29,1,24.95,10.69,24.95,3.75,Cancelled
2337,8164,16911,2025-04-25,5,26.83,8.07,134.15,26.06,Delivered
2338,8267,26444,2024-11-03,1,17.99,10.45,17.99,3.32,Delivered
2339,6040,793,2024-05-31,5,19.96,5.91,99.8,14.67,Delivered
2340,1858,24519,2024-09-20,5,7.98,12.61,39.9,11.15,Shipped
2341,9818,69,2025-05-02,5,459.0,8.38,2295.0,561.22,Delivered
2342,7821,8717,2025-08-12,3,42.95,14.76,128.85,37.76,Cancelled
2343,1809,2378,2025-01-22,1,11.41,14.61,11.41,1.91,Delivered
2344,9491,12135,2024-09-18,4,59.99,14.88,239.96,36.58,Delivered
2345,3431,12190,2025-02-24,3,14.74,5.66,44.22,10.15,Cancelled
2346,4836,12780,2025-10-07,3,20.64,2.44,61.92,6.32,Cancelled
2347,5704,21510,2025-11-10,1,21.74,2.16,21.74,3.63,Delivered
2348,7439,15348,2026-01-13,3,35.55,2.66,106.65,12.66,Cancelled
2349,5184,20406,2024-07-24,1,25.99,5.92,25.99,3.65,Cancelled
2350,9987,26414,2025-03-25,1,242.3,6.96,242.3,25.27,Delivered
2351,8351,26028,2026-02-04,5,6.84,10.85,34.2,6.53,Shipped
2352,9122,15027,2025-03-12,1,95.11,9.29,95.11,28.09,Shipped
2353,5093,5362,2025-11-04,5,7.07,10.79,35.35,7.9,Delivered
2354,4031,2843,2024-08-11,2,27.95,10.54,55.9,5.93,Cancelled
2355,2354,15094,2025-11-14,4,3.05,8.11,12.2,3.39,Cancelled
2356,8827,19854,2024-06-30,2,49.95,7.75,99.9,20.95,Delivered
2357,2966,14086,2025-07-15,3,7.78,10.22,23.34,4.07,Delivered
2358,8043,4573,2025-08-15,3,15.11,13.64,45.33,10.6,Delivered
2359,1859,12047,2024-08-02,5,23.99,13.99,119.95,19.54,Delivered
2360,8419,18010,2024-05-17,3,8.75,5.12,26.25,3.93,Cancelled
2361,840,20052,2024-11-04,1,10.88,14.39,10.88,2.52,Delivered
2362,395,22481,2025-02-15,2,9.55,9.03,19.1,4.48,Cancelled
2363,3361,4332,2024-08-03,4,77.32,11.07,309.28,40.87,Delivered
2364,8970,15838,2024-09-29,1,7.2,5.63,7.2,1.82,Cancelled
2365,3886,12074,2026-04-06,2,20.93,11.81,41.86,11.15,Shipped
2366,5326,20377,2025-08-15,4,41.32,2.85,165.28,34.55,Cancelled
2367,4835,19153,2026-03-27,3,22.29,14.85,66.87,7.49,Delivered
2368,2005,27848,2025-06-10,4,15.99,8.83,63.96,14.63,Shipped
2369,9553,10712,2025-11-12,1,29.68,12.37,29.68,4.67,Shipped
2370,4091,14592,2024-09-17,1,128.99,2.92,128.99,29.7,Cancelled
2371,867,27350,2026-04-15,1,28.89,12.08,28.89,8.57,Cancelled
2372,9122,18839,2024-10-24,1,159.95,11.44,159.95,39.75,Delivered
2373,1679,4262,2024-05-18,5,38.5,10.77,192.5,22.41,Shipped
2374,8586,23686,2024-06-21,2,4.77,11.31,9.54,2.53,Shipped
2375,2678,24918,2025-01-18,2,103.52,8.94,207.04,24.85,Shipped
2376,1492,8807,2025-12-22,1,9.97,8.64,9.97,1.03,Shipped
2377,8124,16700,2024-10-27,5,38.83,9.21,194.15,39.84,Cancelled
2378,1500,23474,2025-03-13,2,30.75,7.32,61.5,15.12,Delivered
2379,8979,27840,2026-04-12,2,18.5,14.24,37.0,9.8,Shipped
2380,5900,26729,2025-06-30,5,7.54,5.96,37.7,7.7,Delivered
2381,3327,18794,2025-05-28,2,15.98,7.15,31.96,8.32,Cancelled
2382,3089,18420,2024-12-25,5,14.69,3.68,73.45,18.47,Shipped
2383,9394,226,2025-12-23,1,20.38,4.96,20.38,5.57,Delivered
2384,4925,19033,2024-11-09,3,117.0,9.52,351.0,69.48,Cancelled
2385,2945,19279,2025-11-19,5,154.99,3.06,774.95,187.82,Cancelled
2386,6637,12298,2025-12-18,1,118.77,14.27,118.77,17.31,Cancelled
2387,9060,28305,2024-07-06,5,46.77,3.8,233.85,31.16,Shipped
2388,981,19694,2025-01-20,1,109.94,4.26,109.94,11.46,Shipped
2389,4132,4439,2024-08-06,5,16.33,5.81,81.65,12.75,Shipped
2390,8726,13707,2025-03-05,1,66.0,13.63,66.0,15.24,Delivered
2391,3193,16934,2024-06-21,5,38.77,9.76,193.85,56.71,Delivered
2392,8874,9353,2026-05-10,5,58.88,13.77,294.4,61.2,Delivered
2393,2452,4904,2025-08-09,2,9.97,5.03,19.94,4.78,Delivered
2394,5783,10249,2024-07-10,5,8.9,7.3,44.5,8.26,Shipped
2395,6838,5510,2025-08-21,5,50.5,14.53,252.5,63.3,Delivered
2396,4421,29192,2025-01-14,2,25.99,11.13,51.98,11.75,Delivered
2397,3016,11500,2026-02-13,1,33.11,7.1,33.11,9.29,Delivered
2398,5392,27223,2026-02-05,4,22.89,5.81,91.56,25.36,Delivered
2399,466,8468,2024-10-30,3,12.43,13.14,37.29,4.8,Shipped
2400,3170,11812,2024-10-12,2,34.89,11.15,69.78,8.34,Delivered
2401,3458,765,2025-12-21,4,12.99,10.57,51.96,12.06,Shipped
