shipping_id,order_id,shipping_provider,shipping_region,delivery_days,shipping_status
10678,10678,USPS,South,10,Delivered
10679,10679,FedEx,South,4,Delivered
10680,10680,USPS,Midwest,3,Delivered
10681,10681,FedEx,Midwest,2,Delayed
10682,10682,DHL,Midwest,7,In Transit
10683,10683,UPS,East,1,Delayed
10684,10684,UPS,East,7,Delivered
10685,10685,USPS,East,8,Delivered
10686,10686,USPS,South,1,In Transit
10687,10687,DHL,East,10,Delayed
10688,10688,DHL,Midwest,10,Delayed
10689,10689,USPS,East,9,Delayed
10690,10690,FedEx,South,7,Delivered
10691,10691,FedEx,South,4,In Transit
10692,10692,USPS,South,9,In Transit
10693,10693,USPS,South,8,In Transit
10694,10694,FedEx,East,2,Delivered
10695,10695,UPS,South,4,In Transit
10696,10696,USPS,Midwest,9,Delivered
10697,10697,UPS,East,4,Delivered
10698,10698,DHL,South,8,Delivered
10699,10699,USPS,East,2,Delivered
10700,10700,FedEx,East,9,In Transit
10701,10701,UPS,South,10,Delivered
10702,10702,FedEx,East,5,Delayed
10703,10703,UPS,South,3,In Transit
10704,10704,UPS,South,2,Delivered
10705,10705,FedEx,South,5,Delivered
10706,10706,UPS,West,4,In Transit
10707,10707,FedEx,Midwest,9,Delivered
10708,10708,UPS,East,7,Delayed
10709,10709,DHL,West,7,In Transit
10710,10710,UPS,South,8,Delivered
10711,10711,DHL,Midwest,8,In Transit
10712,10712,USPS,South,10,In Transit
10713,10713,DHL,Midwest,10,Delayed
10714,10714,UPS,Midwest,9,Delayed
10715,10715,FedEx,West,10,Delayed
10716,10716,DHL,West,9,Delivered
10717,10717,UPS,East,10,Delivered
10718,10718,DHL,South,8,Delayed
10719,10719,FedEx,West,3,Delayed
10720,10720,FedEx,West,6,In Transit
10721,10721,FedEx,South,4,Delivered
10722,10722,DHL,South,7,In Transit
10723,10723,USPS,East,10,In Transit
10724,10724,DHL,Midwest,1,In Transit
10725,10725,DHL,East,10,In Transit
10726,10726,FedEx,West,1,Delivered
10727,10727,USPS,South,10,Delayed
10728,10728,DHL,South,5,Delivered
10729,10729,USPS,West,6,Delayed
10730,10730,USPS,South,10,Delivered
10731,10731,FedEx,Midwest,10,In Transit
10732,10732,DHL,West,5,Delivered
10733,10733,USPS,Midwest,8,Delayed
10734,10734,USPS,Midwest,2,In Transit
10735,10735,UPS,East,5,In Transit
10736,10736,UPS,Midwest,7,Delivered
10737,10737,UPS,West,6,Delayed
10738,10738,UPS,West,6,In Transit
10739,10739,FedEx,East,5,In Transit
10740,10740,UPS,Midwest,7,Delivered
10741,10741,DHL,Midwest,1,Delayed
10742,10742,DHL,Midwest,5,In Transit
10743,10743,DHL,South,1,Delayed
10744,10744,USPS,West,1,In Transit
10745,10745,UPS,Midwest,7,Delayed
10746,10746,DHL,Midwest,4,In Transit
10747,10747,UPS,West,7,In Transit
10748,10748,UPS,West,4,In Transit
10749,10749,UPS,East,8,In Transit
10750,10750,DHL,Midwest,2,Delayed
10751,10751,USPS,South,5,In Transit
10752,10752,FedEx,Midwest,9,Delivered
10753,10753,USPS,Midwest,3,Delivered
10754,10754,UPS,West,6,In Transit
10755,10755,DHL,East,2,Delivered
10756,10756,DHL,South,8,Delivered
10757,10757,UPS,East,3,Delivered
10758,10758,UPS,Midwest,8,In Transit
10759,10759,FedEx,Midwest,5,Delayed
10760,10760,DHL,Midwest,3,Delayed
10761,10761,FedEx,Midwest,9,Delivered
10762,10762,DHL,East,1,Delivered
10763,10763,DHL,East,6,Delivered
10764,10764,FedEx,Midwest,5,In Transit
10765,10765,FedEx,West,2,Delayed
10766,10766,DHL,East,5,Delivered
10767,10767,DHL,Midwest,9,Delayed
10768,10768,USPS,West,8,In Transit
10769,10769,USPS,East,5,Delayed
10770,10770,USPS,Midwest,4,In Transit
10771,10771,DHL,West,4,In Transit
10772,10772,USPS,East,5,Delivered
10773,10773,UPS,South,3,In Transit
10774,10774,UPS,West,4,In Transit
10775,10775,UPS,West,2,Delayed
10776,10776,DHL,West,7,Delayed
10777,10777,USPS,West,2,Delayed
10778,10778,FedEx,South,6,Delayed
10779,10779,UPS,Midwest,6,Delivered
10780,10780,DHL,Midwest,2,In Transit
10781,10781,FedEx,East,1,Delivered
10782,10782,DHL,South,1,Delivered
10783,10783,UPS,Midwest,7,In Transit
10784,10784,UPS,Midwest,6,Delayed
10785,10785,DHL,Midwest,4,In Transit
10786,10786,USPS,East,3,Delayed
10787,10787,DHL,East,2,In Transit
10788,10788,FedEx,West,3,In Transit
10789,10789,FedEx,South,2,Delayed
10790,10790,UPS,West,10,Delivered
10791,10791,UPS,West,6,In Transit
10792,10792,DHL,West,3,Delayed
10793,10793,FedEx,West,1,Delivered
10794,10794,UPS,East,10,Delayed
10795,10795,USPS,East,4,Delayed
10796,10796,DHL,Midwest,2,Delayed
10797,10797,DHL,West,4,Delivered
10798,10798,FedEx,Midwest,3,Delivered
10799,10799,FedEx,East,8,Delayed
10800,10800,USPS,West,7,Delayed
10801,10801,USPS,East,7,Delivered
10802,10802,USPS,East,5,In Transit
10803,10803,USPS,East,7,In Transit
10804,10804,FedEx,Midwest,9,Delayed
10805,10805,DHL,Midwest,5,Delivered
10806,10806,FedEx,East,3,Delayed
10807,10807,FedEx,Midwest,3,Delayed
10808,10808,USPS,South,3,Delayed
10809,10809,UPS,West,2,Delayed
10810,10810,DHL,Midwest,8,In Transit
10811,10811,DHL,Midwest,6,Delivered
10812,10812,USPS,West,2,Delayed
10813,10813,UPS,South,5,In Transit
10814,10814,FedEx,South,7,Delivered
10815,10815,USPS,East,4,Delivered
10816,10816,UPS,West,10,Delayed
10817,10817,UPS,West,1,Delivered
10818,10818,USPS,Midwest,9,Delayed
10819,10819,UPS,East,6,Delivered
10820,10820,USPS,East,3,Delayed
10821,10821,FedEx,East,4,Delivered
10822,10822,DHL,Midwest,8,Delivered
10823,10823,FedEx,Midwest,7,Delayed
10824,10824,USPS,East,5,In Transit
10825,10825,FedEx,East,6,Delayed
10826,10826,FedEx,South,6,Delivered
10827,10827,DHL,East,4,Delayed
10828,10828,FedEx,South,8,Delayed
10829,10829,DHL,East,1,Delivered
10830,10830,USPS,West,4,In Transit
10831,10831,UPS,East,2,Delayed
10832,10832,FedEx,South,6,Delayed
10833,10833,UPS,South,8,Delayed
10834,10834,UPS,Midwest,2,Delayed
10835,10835,USPS,West,5,Delivered
10836,10836,FedEx,South,8,Delivered
10837,10837,UPS,South,5,Delayed
10838,10838,UPS,West,5,In Transit
10839,10839,UPS,South,3,Delivered
10840,10840,USPS,South,6,Delayed
10841,10841,USPS,South,7,In Transit
10842,10842,USPS,West,5,Delayed
10843,10843,DHL,West,9,Delivered
10844,10844,UPS,Midwest,9,Delivered
10845,10845,UPS,East,8,Delivered
10846,10846,USPS,Midwest,4,Delivered
10847,10847,FedEx,South,2,Delivered
10848,10848,USPS,South,4,Delayed
10849,10849,FedEx,East,7,Delayed
10850,10850,DHL,South,1,Delivered
10851,10851,UPS,East,9,In Transit
10852,10852,UPS,South,2,Delayed
10853,10853,UPS,South,7,Delayed
10854,10854,DHL,East,5,In Transit
10855,10855,USPS,Midwest,6,Delayed
10856,10856,FedEx,South,10,In Transit
10857,10857,UPS,South,3,In Transit
10858,10858,DHL,Midwest,6,Delayed
10859,10859,UPS,South,8,In Transit
10860,10860,USPS,East,5,In Transit
10861,10861,DHL,South,3,Delivered
10862,10862,USPS,East,5,Delayed
10863,10863,UPS,East,1,Delivered
10864,10864,FedEx,South,3,In Transit
10865,10865,UPS,West,6,In Transit
10866,10866,USPS,South,10,Delivered
10867,10867,UPS,East,10,In Transit
10868,10868,USPS,East,7,In Transit
10869,10869,DHL,Midwest,5,In Transit
10870,10870,USPS,Midwest,9,Delivered
10871,10871,FedEx,Midwest,3,Delivered
10872,10872,USPS,South,6,Delayed
10873,10873,USPS,West,3,Delivered
10874,10874,USPS,East,4,Delayed
10875,10875,UPS,South,2,Delayed
10876,10876,UPS,Midwest,6,In Transit
10877,10877,FedEx,South,7,In Transit
10878,10878,USPS,South,9,Delayed
10879,10879,UPS,East,1,Delayed
10880,10880,DHL,East,4,Delayed
10881,10881,UPS,East,7,In Transit
10882,10882,UPS,West,6,Delayed
10883,10883,DHL,Midwest,2,Delayed
10884,10884,FedEx,East,7,In Transit
10885,10885,USPS,West,1,In Transit
10886,10886,FedEx,South,3,In Transit
10887,10887,DHL,East,9,Delayed
10888,10888,UPS,Midwest,7,In Transit
10889,10889,UPS,Midwest,9,In Transit
10890,10890,UPS,West,7,Delivered
10891,10891,USPS,South,10,Delayed
10892,10892,USPS,Midwest,6,In Transit
10893,10893,DHL,South,1,In Transit
10894,10894,DHL,East,9,Delivered
10895,10895,DHL,East,1,In Transit
10896,10896,DHL,Midwest,3,Delayed
10897,10897,DHL,East,5,Delayed
10898,10898,USPS,Midwest,4,Delivered
10899,10899,FedEx,East,8,In Transit
10900,10900,DHL,South,4,Delayed
10901,10901,DHL,South,3,In Transit
10902,10902,DHL,Midwest,7,Delivered
10903,10903,FedEx,South,7,Delayed
10904,10904,DHL,West,9,In Transit
10905,10905,FedEx,Midwest,9,Delayed
10906,10906,USPS,West,4,In Transit
10907,10907,UPS,East,3,Delayed
10908,10908,DHL,Midwest,7,Delayed
10909,10909,USPS,Midwest,10,Delayed
10910,10910,USPS,East,4,In Transit
10911,10911,UPS,West,5,Delivered
10912,10912,USPS,East,8,Delayed
10913,10913,DHL,West,1,In Transit
10914,10914,USPS,West,8,Delayed
10915,10915,DHL,East,2,In Transit
10916,10916,DHL,West,1,Delayed
10917,10917,UPS,East,8,Delayed
10918,10918,FedEx,West,8,Delayed
10919,10919,FedEx,East,5,Delayed
10920,10920,FedEx,South,4,Delivered
10921,10921,USPS,South,8,Delayed
10922,10922,UPS,Midwest,1,Delayed
10923,10923,USPS,West,10,Delayed
10924,10924,USPS,South,5,In Transit
10925,10925,DHL,Midwest,1,Delayed
10926,10926,UPS,West,5,In Transit
10927,10927,FedEx,East,2,In Transit
10928,10928,UPS,South,5,In Transit
10929,10929,USPS,West,10,Delivered
10930,10930,DHL,South,4,In Transit
10931,10931,UPS,Midwest,2,In Transit
10932,10932,USPS,Midwest,7,In Transit
10933,10933,FedEx,East,2,Delivered
10934,10934,DHL,Midwest,6,Delayed
10935,10935,DHL,Midwest,7,In Transit
10936,10936,DHL,Midwest,3,Delayed
10937,10937,UPS,East,4,In Transit
10938,10938,UPS,Midwest,2,In Transit
10939,10939,UPS,Midwest,5,Delivered
10940,10940,FedEx,East,8,Delivered
10941,10941,USPS,Midwest,8,Delivered
10942,10942,FedEx,Midwest,2,In Transit
10943,10943,FedEx,Midwest,8,In Transit
10944,10944,FedEx,South,7,Delivered
10945,10945,UPS,East,3,In Transit
10946,10946,DHL,South,5,Delayed
10947,10947,USPS,East,6,In Transit
10948,10948,USPS,East,7,In Transit
10949,10949,FedEx,Midwest,2,Delivered
10950,10950,FedEx,East,2,In Transit
10951,10951,DHL,East,7,Delayed
10952,10952,USPS,South,2,In Transit
10953,10953,UPS,South,6,Delayed
10954,10954,UPS,West,10,Delivered
10955,10955,UPS,East,4,Delayed
10956,10956,UPS,South,5,In Transit
10957,10957,DHL,South,3,Delayed
10958,10958,DHL,West,4,In Transit
10959,10959,USPS,West,5,Delivered
10960,10960,USPS,West,3,Delayed
10961,10961,USPS,South,10,Delayed
10962,10962,UPS,South,3,Delayed
10963,10963,DHL,West,10,Delayed
10964,10964,FedEx,West,3,In Transit
10965,10965,UPS,East,1,Delivered
10966,10966,FedEx,South,10,In Transit
10967,10967,FedEx,South,8,In Transit
10968,10968,DHL,South,7,Delayed
10969,10969,USPS,South,1,Delayed
10970,10970,UPS,West,6,Delayed
10971,10971,FedEx,East,9,In Transit
10972,10972,FedEx,Midwest,3,Delivered
10973,10973,UPS,Midwest,3,In Transit
10974,10974,UPS,South,1,Delayed
10975,10975,DHL,South,10,Delivered
10976,10976,USPS,South,8,Delivered
10977,10977,FedEx,East,2,In Transit
10978,10978,DHL,West,6,Delayed
10979,10979,UPS,East,6,Delivered
10980,10980,USPS,West,10,Delivered
10981,10981,UPS,East,8,In Transit
10982,10982,UPS,West,4,Delivered
10983,10983,USPS,Midwest,9,Delayed
10984,10984,USPS,South,8,Delayed
10985,10985,FedEx,South,9,Delayed
10986,10986,UPS,South,6,Delayed
10987,10987,USPS,Midwest,1,In Transit
10988,10988,FedEx,Midwest,9,Delayed
10989,10989,UPS,East,7,Delayed
10990,10990,UPS,West,10,Delayed
10991,10991,FedEx,East,9,Delayed
10992,10992,USPS,Midwest,2,In Transit
10993,10993,UPS,Midwest,10,In Transit
10994,10994,UPS,Midwest,1,Delivered
10995,10995,FedEx,East,7,Delivered
10996,10996,USPS,East,7,Delayed
10997,10997,USPS,Midwest,10,In Transit
10998,10998,USPS,East,1,Delayed
10999,10999,FedEx,Midwest,9,Delayed
11000,11000,DHL,East,5,Delivered
11001,11001,UPS,East,4,Delayed
11002,11002,DHL,East,6,Delayed
11003,11003,USPS,Midwest,4,In Transit
11004,11004,USPS,West,7,In Transit
11005,11005,USPS,East,6,Delivered
11006,11006,UPS,West,6,Delayed
11007,11007,USPS,East,8,Delayed
11008,11008,USPS,Midwest,5,Delivered
11009,11009,UPS,East,4,Delivered
11010,11010,UPS,West,1,Delivered
11011,11011,USPS,Midwest,10,In Transit
11012,11012,USPS,Midwest,3,Delayed
11013,11013,FedEx,Midwest,2,Delayed
11014,11014,DHL,West,2,Delivered
11015,11015,FedEx,Midwest,7,Delivered
11016,11016,FedEx,Midwest,9,Delayed
11017,11017,UPS,Midwest,6,In Transit
11018,11018,USPS,East,9,In Transit
11019,11019,UPS,Midwest,10,Delivered
11020,11020,FedEx,Midwest,4,In Transit
11021,11021,FedEx,East,7,Delayed
11022,11022,DHL,South,10,In Transit
11023,11023,USPS,East,7,Delayed
11024,11024,UPS,West,7,Delayed
11025,11025,UPS,South,6,In Transit
11026,11026,USPS,East,4,In Transit
11027,11027,UPS,East,8,Delivered
11028,11028,DHL,Midwest,7,In Transit
11029,11029,UPS,West,1,In Transit
11030,11030,FedEx,Midwest,7,Delivered
11031,11031,DHL,South,8,In Transit
11032,11032,DHL,West,1,In Transit
11033,11033,USPS,West,4,Delayed
11034,11034,UPS,Midwest,8,Delivered
11035,11035,UPS,Midwest,7,Delivered
11036,11036,UPS,Midwest,5,In Transit
11037,11037,UPS,Midwest,8,In Transit
11038,11038,USPS,West,3,Delayed
11039,11039,FedEx,West,4,Delayed
11040,11040,DHL,Midwest,2,Delayed
11041,11041,DHL,South,5,In Transit
11042,11042,FedEx,Midwest,3,Delivered
11043,11043,UPS,East,8,Delayed
11044,11044,FedEx,West,6,Delayed
11045,11045,FedEx,South,3,Delayed
11046,11046,USPS,Midwest,7,Delayed
11047,11047,DHL,East,1,Delivered
11048,11048,DHL,East,7,Delivered
11049,11049,UPS,Midwest,10,In Transit
11050,11050,FedEx,Midwest,10,Delivered
11051,11051,DHL,East,2,In Transit
11052,11052,UPS,Midwest,7,In Transit
11053,11053,DHL,East,2,Delivered
11054,11054,FedEx,South,2,In Transit
11055,11055,USPS,West,8,In Transit
11056,11056,UPS,East,6,Delayed
11057,11057,DHL,South,8,Delayed
11058,11058,DHL,West,2,Delivered
11059,11059,DHL,West,5,Delayed
11060,11060,FedEx,Midwest,4,In Transit
11061,11061,UPS,West,3,Delivered
11062,11062,FedEx,East,7,Delivered
11063,11063,USPS,East,6,Delivered
11064,11064,DHL,East,6,Delivered
11065,11065,UPS,East,10,Delivered
11066,11066,USPS,South,4,Delayed
11067,11067,FedEx,Midwest,5,Delayed
11068,11068,FedEx,West,4,Delayed
11069,11069,DHL,Midwest,2,In Transit
11070,11070,USPS,West,2,Delayed
11071,11071,FedEx,Midwest,8,Delivered
11072,11072,DHL,East,4,Delivered
11073,11073,DHL,West,4,Delivered
11074,11074,UPS,West,8,Delivered
11075,11075,DHL,East,5,Delivered
11076,11076,DHL,West,7,Delivered
11077,11077,DHL,South,10,Delivered
11078,11078,FedEx,South,7,In Transit
11079,11079,USPS,East,2,In Transit
11080,11080,DHL,East,6,Delivered
11081,11081,DHL,Midwest,1,Delayed
11082,11082,USPS,South,10,Delayed
11083,11083,FedEx,Midwest,7,Delayed
11084,11084,DHL,West,3,Delivered
11085,11085,FedEx,East,4,Delayed
11086,11086,UPS,West,10,Delivered
11087,11087,FedEx,Midwest,3,In Transit
11088,11088,FedEx,East,6,Delayed
11089,11089,FedEx,East,1,In Transit
11090,11090,USPS,South,8,In Transit
11091,11091,USPS,West,8,Delivered
11092,11092,UPS,West,7,In Transit
11093,11093,UPS,East,10,Delayed
11094,11094,FedEx,West,10,In Transit
11095,11095,DHL,East,5,Delayed
11096,11096,USPS,Midwest,1,In Transit
11097,11097,UPS,Midwest,1,Delivered
11098,11098,USPS,West,8,Delivered
11099,11099,USPS,South,1,In Transit
11100,11100,UPS,South,6,Delivered
11101,11101,UPS,East,6,Delayed
11102,11102,DHL,South,3,In Transit
11103,11103,UPS,West,6,Delivered
11104,11104,UPS,East,1,In Transit
11105,11105,USPS,West,4,Delayed
11106,11106,UPS,Midwest,5,Delivered
11107,11107,UPS,Midwest,5,In Transit
11108,11108,DHL,South,10,Delayed
11109,11109,FedEx,Midwest,5,Delivered
11110,11110,FedEx,East,1,Delayed
11111,11111,DHL,East,3,Delayed
11112,11112,USPS,South,2,In Transit
11113,11113,UPS,South,6,In Transit
11114,11114,FedEx,West,3,Delayed
11115,11115,FedEx,South,9,Delivered
11116,11116,UPS,Midwest,4,In Transit
11117,11117,DHL,East,1,Delayed
11118,11118,UPS,Midwest,8,Delayed
11119,11119,UPS,Midwest,3,In Transit
11120,11120,FedEx,Midwest,6,In Transit
11121,11121,DHL,Midwest,10,Delivered
11122,11122,DHL,South,4,Delayed
11123,11123,UPS,East,9,Delivered
11124,11124,FedEx,West,1,Delayed
11125,11125,USPS,West,4,Delivered
11126,11126,DHL,West,5,Delivered
11127,11127,DHL,Midwest,4,Delayed
11128,11128,FedEx,East,9,Delivered
11129,11129,DHL,South,7,Delayed
11130,11130,DHL,South,6,Delayed
11131,11131,FedEx,East,2,Delayed
11132,11132,USPS,Midwest,7,In Transit
11133,11133,FedEx,East,10,Delayed
11134,11134,UPS,Midwest,8,In Transit
11135,11135,DHL,West,7,Delivered
11136,11136,FedEx,Midwest,2,Delivered
11137,11137,DHL,East,9,Delivered
11138,11138,USPS,West,9,In Transit
11139,11139,UPS,Midwest,4,In Transit
11140,11140,UPS,Midwest,10,In Transit
11141,11141,USPS,Midwest,8,In Transit
11142,11142,DHL,West,8,Delivered
11143,11143,DHL,Midwest,1,Delayed
11144,11144,DHL,West,2,In Transit
11145,11145,FedEx,South,7,Delivered
11146,11146,USPS,East,10,Delayed
11147,11147,FedEx,South,8,In Transit
11148,11148,FedEx,South,2,Delivered
11149,11149,DHL,South,7,Delayed
11150,11150,DHL,South,4,Delayed
11151,11151,FedEx,South,4,Delayed
11152,11152,UPS,South,7,Delivered
11153,11153,UPS,South,8,Delayed
11154,11154,FedEx,South,1,In Transit
11155,11155,UPS,South,7,Delivered
11156,11156,USPS,East,8,Delivered
11157,11157,FedEx,East,4,Delivered
11158,11158,FedEx,South,5,Delayed
11159,11159,FedEx,South,3,Delayed
11160,11160,USPS,South,2,Delayed
11161,11161,USPS,East,10,In Transit
11162,11162,FedEx,Midwest,10,In Transit
11163,11163,USPS,West,9,Delivered
11164,11164,UPS,South,4,Delivered
11165,11165,FedEx,East,8,Delivered
11166,11166,DHL,South,7,Delivered
11167,11167,UPS,Midwest,10,Delayed
11168,11168,USPS,East,6,In Transit
11169,11169,UPS,South,10,Delivered
11170,11170,FedEx,Midwest,9,Delivered
11171,11171,USPS,Midwest,9,Delivered
11172,11172,UPS,West,3,Delayed
11173,11173,DHL,Midwest,8,Delayed
11174,11174,UPS,West,1,Delivered
11175,11175,UPS,East,6,Delivered
11176,11176,USPS,West,9,In Transit
11177,11177,DHL,South,10,In Transit
11178,11178,UPS,West,9,Delivered
11179,11179,UPS,Midwest,6,In Transit
11180,11180,DHL,South,2,Delivered
11181,11181,UPS,Midwest,3,In Transit
11182,11182,USPS,Midwest,9,In Transit
11183,11183,FedEx,South,6,Delivered
11184,11184,UPS,Midwest,1,Delayed
11185,11185,FedEx,South,1,Delivered
11186,11186,DHL,South,5,Delayed
11187,11187,DHL,Midwest,5,Delayed
11188,11188,UPS,South,2,Delivered
11189,11189,UPS,East,10,Delayed
11190,11190,UPS,Midwest,10,Delivered
11191,11191,USPS,South,1,Delivered
11192,11192,USPS,South,7,In Transit
11193,11193,UPS,Midwest,5,In Transit
11194,11194,UPS,South,3,In Transit
11195,11195,FedEx,East,10,In Transit
11196,11196,DHL,South,3,Delivered
11197,11197,DHL,East,2,Delivered
11198,11198,DHL,West,7,In Transit
11199,11199,FedEx,Midwest,6,Delayed
11200,11200,FedEx,Midwest,1,Delayed
11201,11201,USPS,South,7,Delivered
11202,11202,FedEx,West,10,Delayed
11203,11203,UPS,East,1,In Transit
11204,11204,DHL,South,7,In Transit
11205,11205,USPS,Midwest,6,In Transit
11206,11206,UPS,Midwest,5,Delivered
11207,11207,USPS,South,4,In Transit
11208,11208,FedEx,West,10,Delayed
11209,11209,DHL,Midwest,4,Delivered
11210,11210,FedEx,West,10,Delivered
11211,11211,DHL,East,10,Delivered
11212,11212,FedEx,West,9,Delivered
11213,11213,FedEx,Midwest,6,Delivered
11214,11214,FedEx,East,5,Delivered
11215,11215,UPS,Midwest,6,Delayed
11216,11216,FedEx,East,2,In Transit
11217,11217,FedEx,West,5,Delayed
11218,11218,UPS,South,8,Delivered
11219,11219,USPS,East,2,In Transit
11220,11220,USPS,Midwest,4,In Transit
11221,11221,UPS,East,7,Delayed
11222,11222,FedEx,South,5,In Transit
11223,11223,DHL,West,1,In Transit
11224,11224,USPS,Midwest,6,In Transit
11225,11225,DHL,Midwest,2,In Transit
11226,11226,UPS,South,2,In Transit
11227,11227,DHL,Midwest,9,In Transit
11228,11228,USPS,Midwest,10,Delivered
11229,11229,FedEx,Midwest,1,Delayed
11230,11230,FedEx,West,10,In Transit
11231,11231,FedEx,South,2,In Transit
11232,11232,USPS,West,9,Delivered
11233,11233,UPS,Midwest,10,In Transit
11234,11234,FedEx,Midwest,2,Delivered
11235,11235,USPS,West,2,Delayed
11236,11236,UPS,East,9,Delivered
11237,11237,DHL,South,3,Delayed
11238,11238,UPS,South,7,Delivered
11239,11239,FedEx,Midwest,3,In Transit
11240,11240,UPS,East,1,In Transit
11241,11241,DHL,West,7,Delivered
11242,11242,FedEx,West,3,Delivered
11243,11243,FedEx,East,5,Delayed
11244,11244,USPS,West,1,Delivered
11245,11245,DHL,West,10,Delayed
11246,11246,FedEx,West,5,Delayed
11247,11247,DHL,West,9,Delivered
11248,11248,FedEx,South,4,In Transit
11249,11249,FedEx,South,4,Delivered
11250,11250,DHL,Midwest,6,In Transit
11251,11251,USPS,South,1,In Transit
11252,11252,USPS,South,1,Delayed
11253,11253,UPS,Midwest,6,In Transit
11254,11254,USPS,South,7,Delivered
11255,11255,FedEx,West,8,Delivered
11256,11256,DHL,Midwest,6,Delivered
11257,11257,DHL,East,8,Delivered
11258,11258,USPS,West,4,In Transit
11259,11259,USPS,West,1,Delayed
11260,11260,USPS,South,6,Delayed
11261,11261,UPS,East,7,In Transit
11262,11262,USPS,South,7,In Transit
11263,11263,USPS,South,8,In Transit
11264,11264,DHL,Midwest,5,In Transit
11265,11265,DHL,Midwest,8,In Transit
11266,11266,UPS,South,7,Delayed
11267,11267,UPS,West,7,Delayed
11268,11268,USPS,Midwest,8,Delayed
11269,11269,FedEx,West,10,Delayed
11270,11270,FedEx,West,3,In Transit
11271,11271,USPS,South,3,In Transit
11272,11272,FedEx,Midwest,8,Delayed
11273,11273,FedEx,East,2,In Transit
11274,11274,FedEx,East,7,In Transit
11275,11275,DHL,South,10,Delayed
11276,11276,UPS,East,6,Delivered
11277,11277,USPS,Midwest,4,Delivered
11278,11278,DHL,South,3,Delayed
11279,11279,USPS,East,3,Delivered
11280,11280,UPS,West,5,In Transit
11281,11281,USPS,East,2,Delivered
11282,11282,USPS,South,1,Delivered
11283,11283,UPS,South,3,In Transit
11284,11284,USPS,East,5,Delivered
11285,11285,UPS,West,5,Delayed
11286,11286,UPS,South,3,In Transit
11287,11287,USPS,South,8,Delayed
11288,11288,UPS,West,8,Delivered
11289,11289,UPS,South,2,Delayed
11290,11290,FedEx,East,7,In Transit
11291,11291,USPS,South,3,Delivered
11292,11292,DHL,Midwest,3,Delivered
11293,11293,USPS,West,1,Delivered
11294,11294,FedEx,Midwest,1,Delayed
11295,11295,FedEx,South,8,Delayed
11296,11296,USPS,Midwest,2,In Transit
11297,11297,DHL,Midwest,6,In Transit
11298,11298,DHL,West,2,Delayed
11299,11299,FedEx,West,4,Delivered
11300,11300,FedEx,Midwest,2,Delayed
11301,11301,USPS,South,2,In Transit
11302,11302,FedEx,West,4,In Transit
11303,11303,UPS,East,3,In Transit
11304,11304,FedEx,South,6,Delayed
11305,11305,UPS,West,4,Delayed
11306,11306,USPS,East,6,Delivered
11307,11307,DHL,Midwest,4,In Transit
11308,11308,UPS,West,6,Delivered
11309,11309,UPS,West,9,Delayed
11310,11310,UPS,Midwest,9,In Transit
11311,11311,FedEx,South,3,Delivered
11312,11312,FedEx,South,5,Delivered
11313,11313,FedEx,West,6,In Transit
11314,11314,USPS,East,2,Delayed
11315,11315,DHL,East,1,Delayed
11316,11316,FedEx,South,5,Delivered
11317,11317,UPS,West,9,Delivered
11318,11318,USPS,South,10,Delayed
11319,11319,FedEx,East,1,In Transit
11320,11320,UPS,East,9,Delivered
11321,11321,DHL,Midwest,10,Delivered
11322,11322,FedEx,Midwest,9,Delivered
11323,11323,USPS,West,4,Delivered
11324,11324,DHL,Midwest,10,Delivered
11325,11325,DHL,West,4,Delayed
11326,11326,UPS,South,2,Delivered
11327,11327,USPS,Midwest,9,Delayed
11328,11328,FedEx,West,6,Delivered
11329,11329,DHL,West,2,In Transit
11330,11330,FedEx,Midwest,1,Delivered
11331,11331,DHL,Midwest,10,Delayed
11332,11332,FedEx,Midwest,7,Delayed
11333,11333,FedEx,West,9,Delivered
11334,11334,USPS,South,8,In Transit
11335,11335,FedEx,West,6,In Transit
11336,11336,UPS,Midwest,9,Delivered
11337,11337,DHL,South,7,In Transit
11338,11338,FedEx,West,10,Delayed
11339,11339,USPS,West,3,In Transit
11340,11340,DHL,West,4,Delivered
11341,11341,USPS,West,7,Delayed
11342,11342,DHL,South,4,Delivered
11343,11343,FedEx,Midwest,8,Delivered
11344,11344,FedEx,South,2,Delivered
11345,11345,DHL,East,5,Delivered
11346,11346,DHL,Midwest,9,Delivered
11347,11347,UPS,West,2,Delivered
11348,11348,DHL,East,6,Delayed
11349,11349,USPS,East,5,Delivered
11350,11350,DHL,West,3,Delivered
11351,11351,USPS,West,9,Delivered
11352,11352,UPS,West,2,In Transit
11353,11353,USPS,South,6,Delivered
11354,11354,USPS,South,2,Delayed
11355,11355,UPS,East,1,Delayed
11356,11356,DHL,Midwest,2,Delivered
11357,11357,UPS,East,8,Delayed
11358,11358,FedEx,West,4,Delayed
11359,11359,FedEx,South,4,Delayed
11360,11360,UPS,South,9,Delivered
11361,11361,DHL,East,3,Delayed
11362,11362,FedEx,West,9,In Transit
11363,11363,DHL,West,5,Delayed
11364,11364,UPS,Midwest,9,Delivered
11365,11365,DHL,West,6,Delayed
11366,11366,DHL,West,1,In Transit
11367,11367,FedEx,Midwest,7,Delayed
11368,11368,USPS,West,4,In Transit
11369,11369,FedEx,West,10,In Transit
11370,11370,USPS,Midwest,5,In Transit
11371,11371,FedEx,South,8,Delayed
11372,11372,FedEx,East,1,In Transit
